[     236ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-3DEWNUCS.js?v=8b79a97d:10730
[  411080ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  411080ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  411080ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  411392ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  416569ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  417004ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  417004ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  417004ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  417027ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  420250ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  420729ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  420729ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  420729ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  420789ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  424164ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  424534ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  424535ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  424535ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  424625ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  478299ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  478868ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  478868ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  478868ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  479020ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  482288ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  482692ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  482692ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  482692ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  483053ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  491720ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  492139ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  492139ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  492139ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  492428ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  491720ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  492139ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  492139ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  492139ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  492428ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  509330ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  510269ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  510269ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  510269ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  510391ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  513512ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  513933ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  513933ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  513933ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  513997ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  517879ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  518325ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  518377ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  518377ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  518377ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  523453ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  523767ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  523814ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  523814ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  523814ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  556587ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  556983ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  557032ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  557032ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  557032ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  558944ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  559208ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  559268ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  559268ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  559268ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  562601ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  562895ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  562895ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  562895ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  562953ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  568537ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  569053ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  569053ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  569053ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  569150ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  572729ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  573173ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  573173ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  573173ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  573259ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  595145ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  595240ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  595315ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  595315ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  595315ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  598609ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  598719ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  598773ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  598773ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  598773ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  612859ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  612942ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  613020ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  613020ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  613020ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  618906ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  619034ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  619107ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  619107ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  619107ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  625060ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  625179ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  625234ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  625234ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  625234ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  626711ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  626880ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  626928ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  626928ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  626928ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  627977ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[  628171ms] [ERROR] Failed to load resource: the server responded with a status of 500 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[  628182ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  628182ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[  628182ms] [VERBOSE] [DOM] Password field is not contained in a form: (More info: https://goo.gl/9p2vKq) %o @ http://localhost:4200/configuracoes:0
[ 1165749ms] [LOG] Angular is running in development mode. @ http://localhost:4200/@fs/Users/rrxx/rdPersonal/Trabalho/licitacao_auto_angular/.angular/cache/21.1.3/licitacao_auto_angular/vite/deps/chunk-RFUZ6HC7.js?v=b70e230d:10730
[ 1165886ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/dou/keywords?page=0&size=10:0
[ 1165889ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/users/me/preferences:0
[ 1165894ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/dou/tipos-artigo?page=0&size=10:0
[ 1165897ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/notificacoes/nao-lidas/count?destinatario=admin@email.com:0
[ 1165899ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/dodf/keywords?page=0&size=10:0
[ 1165901ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/dodf/tipos-abertura?page=0&size=10:0
[ 1165905ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/dou/regioes?page=0&size=10:0
[ 1165909ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/pncp/ufs?page=0&size=10:0
[ 1165911ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ http://localhost:8083/licitaflow/api/pncp/modalidades?page=0&size=10:0
